t # 0
v shl shl
v pushl pushl
v jbe jbe
v lea lea
v pop pop
v jg jg
v cmove cmove
v je je
v addl addl
v jne jne
v cmovne cmovne
v leave leave
v xor xor
v rep rep
v call call
v ret ret
v jb jb
v sub sub
v and and
v jl jl
v movl movl
v ja ja
v cmpb cmpb
v movzbl movzbl
v seta seta
v orl orl
v jmp jmp
v cmpl cmpl
v setne setne
v add add
v test test
v sbb sbb
v mov mov
v xchg xchg
v sete sete
v nop nop
v repz repz
v jle jle
v cmp cmp
v movb movb
v push push
e xchg xchg 0.6666666666666666
e xor mov 0.3
e nop lea 0.010101010101010102
e and push 0.16666666666666666
e ret lea 0.35294117647058826
e call sbb 0.013888888888888888
e sar and 0.3333333333333333
e leave ret 0.5
e incl sbb 1.0
e ret mov 0.058823529411764705
e call xor 0.027777777777777776
e test mov 0.1935483870967742
e push push 0.12903225806451613
e test je 0.5806451612903226
e xchg jne 0.05555555555555555
e pop mov 0.05
e jl mov 1.0
e and movl 0.16666666666666666
e sub movzbl 0.037037037037037035
e add add 0.08333333333333333
e movl mov 0.256198347107438
e movb add 0.4
e setne movzbl 1.0
e cmp mov 0.2
e nop jg 0.005050505050505051
e je lea 0.03125
e rep lea 1.0
e sub movl 0.1111111111111111
e pop pop 0.4
e and je 0.16666666666666666
e test jne 0.0967741935483871
e movsbl and 1.0
e nop nop 0.7626262626262627
e sete movl 1.0
e call mov 0.3888888888888889
e pop ret 0.55
e sar mov 0.3333333333333333
e xor xchg 0.1
e and add 0.16666666666666666
e cmp je 0.4
t # 10
v jbe jbe
v js js
v lea lea
v pop pop
v jns jns
v jg jg
v cmove cmove
v je je
v jne jne
v cmovne cmovne
v leave leave
v xor xor
v call call
v rep rep
v ret ret
v jb jb
v sub sub
v and and
v movl movl
v jl jl
v ja ja
v movzbl movzbl
v orl orl
v jmp jmp
v cmpl cmpl
v setne setne
v add add
v test test
v sbb sbb
v or or
v mov mov
v xchg xchg
v sete sete
v nop nop
v jle jle
v cmp cmp
v movb movb
v push push
e call xor 0.013605442176870748
e orl sub 0.5
e push push 0.18421052631578946
e sub movl 0.12903225806451613
e call lea 0.02040816326530612
e xor movl 0.2727272727272727
e xchg xchg 0.5882352941176471
e test mov 0.19047619047619047
e add add 0.1
e and jmp 0.3333333333333333
e or jmp 0.3333333333333333
e jl jne 0.5
e cmove mov 0.5
e call cmp 0.061224489795918366
e and push 0.3333333333333333
e pop ret 0.4375
e jne mov 0.3333333333333333
e xor rep 0.09090909090909091
e test je 0.5238095238095238
e movb mov 0.14285714285714285
e jne lea 0.16666666666666666
e jmp lea 0.16304347826086957
e cmp nop 0.03333333333333333
e je mov 0.3382352941176471
e movl nop 0.0037593984962406013
e movl je 0.011278195488721804
e cmp jne 0.1
e nop nop 0.7096774193548387
e or or 0.3333333333333333
e ret lea 0.2857142857142857
e movl movl 0.5375939849624061
e je jg 0.014705882352941176
e call mov 0.41496598639455784
e jl je 0.25
e sub add 0.06451612903225806
e pop mov 0.03125
e jb sub 0.5
e cmp jle 0.03333333333333333
e leave ret 0.5
e cmpl je 0.8
e orl mov 0.5
e je lea 0.029411764705882353
e test sete 0.015873015873015872
e add mov 0.4
e nop lea 0.027649769585253458
e ja sub 1.0
e push ret 0.02631578947368421
e pop pop 0.53125
e test lea 0.015873015873015872
e sete movl 1.0
e js lea 0.125
e sub mov 0.16129032258064516
e movb call 0.07142857142857142
e call jmp 0.08843537414965986
e xchg mov 0.11764705882352941
e sub lea 0.03225806451612903
e leave jmp 0.5
e add jmp 0.1
e js mov 0.75
e nop jne 0.004608294930875576
e cmp je 0.4666666666666667
e call nop 0.006802721088435374
e xor mov 0.18181818181818182
e or lea 0.3333333333333333
e call add 0.027210884353741496
e xor add 0.09090909090909091
e cmp mov 0.1
e jle lea 0.5
e call sub 0.047619047619047616
e setne movzbl 1.0
e jl mov 0.25
e sub leave 0.16129032258064516
e js movl 0.125
e sub and 0.03225806451612903
e test js 0.12698412698412698
e jmp xchg 0.03260869565217391
e call movl 0.10884353741496598
e movb movl 0.7857142857142857
e test jle 0.015873015873015872
e push lea 0.02631578947368421
e mov lea 0.03855421686746988
e cmovne cmp 0.5
e push mov 0.6842105263157895
e movl mov 0.21804511278195488
e movl jmp 0.022556390977443608
e test jne 0.07936507936507936
e jmp nop 0.532608695652174
e and movl 0.3333333333333333
e call or 0.006802721088435374
e jmp mov 0.14130434782608695
e cmovne mov 0.5
e lea lea 0.05084745762711865
e jbe cmp 1.0
e jns mov 1.0
e ret mov 0.14285714285714285
e cmp sbb 0.03333333333333333
e cmp jb 0.03333333333333333
e test jns 0.015873015873015872
e test movl 0.015873015873015872
e mov mov 0.3493975903614458
e call leave 0.02040816326530612
t # 11
v lea lea
v pop pop
v jg jg
v je je
v jne jne
v movsbl movsbl
v leave leave
v call call
v ret ret
v and and
v sub sub
v movl movl
v movzbl movzbl
v jmp jmp
v cmpl cmpl
v setne setne
v add add
v test test
v sbb sbb
v mov mov
v xchg xchg
v sete sete
v nop nop
v cmp cmp
v push push
e jne mov 0.5
e jmp xchg 0.022727272727272728
e jmp lea 0.2727272727272727
e test jne 0.08695652173913043
e call leave 0.05
e ret lea 0.3684210526315789
e sub leave 0.17857142857142858
e je jg 0.034482758620689655
e mov lea 0.005494505494505495
e test movl 0.043478260869565216
e sub and 0.03571428571428571
e cmpl je 1.0
e push push 0.125
e jmp sbb 0.022727272727272728
e cmp lea 0.09090909090909091
e xchg xchg 0.6923076923076923
e add add 0.125
e call lea 0.05
e pop mov 0.15625
e sub movl 0.14285714285714285
e call cmpl 0.016666666666666666
e call call 0.06666666666666667
e leave jmp 0.6
e movsbl mov 1.0
e cmp jne 0.09090909090909091
e call mov 0.26666666666666666
e call cmp 0.08333333333333333
e pop ret 0.40625
e test sete 0.043478260869565216
e push mov 0.71875
e movl je 0.017241379310344827
e and movl 0.5
e nop lea 0.005555555555555556
e leave ret 0.4
e call nop 0.03333333333333333
e cmp mov 0.36363636363636365
e nop nop 0.7888888888888889
e lea lea 0.07407407407407407
e test mov 0.17391304347826086
e and push 0.5
e ret mov 0.05263157894736842
e setne movzbl 1.0
e call movl 0.2
e call sub 0.1
e movl movl 0.47413793103448276
e cmp je 0.45454545454545453
e pop pop 0.4375
e call jmp 0.016666666666666666
e jmp nop 0.6363636363636364
e sete movl 1.0
e mov mov 0.3076923076923077
e sub mov 0.32142857142857145
e je mov 0.5172413793103449
e call add 0.1
e movl jmp 0.008620689655172414
e push sbb 0.03125
e movl mov 0.25862068965517243
e test je 0.6521739130434783
t # 12
v jbe jbe
v js js
v lea lea
v pop pop
v setg setg
v jg jg
v inc inc
v je je
v jne jne
v leave leave
v xor xor
v call call
v ret ret
v sub sub
v and and
v movl movl
v ja ja
v cmpb cmpb
v movzbl movzbl
v jmp jmp
v cmpl cmpl
v setne setne
v add add
v test test
v sbb sbb
v mov mov
v xchg xchg
v sete sete
v nop nop
v repz repz
v jle jle
v cmp cmp
v movb movb
v push push
e je mov 0.6037735849056604
e movl je 0.00847457627118644
e pop mov 0.038461538461538464
e test sete 0.014084507042253521
e movzbl mov 0.5
e jbe lea 0.3333333333333333
e add movl 0.0625
e add mov 0.25
e call lea 0.029197080291970802
e add je 0.0625
e movb movl 0.9411764705882353
e movl movl 0.5296610169491526
e xor mov 0.3333333333333333
e test movl 0.014084507042253521
e cmpl mov 1.0
e cmp je 0.3333333333333333
e pop ret 0.5384615384615384
e test je 0.4084507042253521
e movl jmp 0.00423728813559322
e xchg xchg 0.6923076923076923
e sub jmp 0.023255813953488372
e add add 0.4375
e mov lea 0.046255506607929514
e setg movzbl 1.0
e and movl 0.3333333333333333
e cmpb je 0.3333333333333333
e movl mov 0.2330508474576271
e cmp jne 0.16666666666666666
e lea lea 0.03333333333333333
e js mov 1.0
e call mov 0.3795620437956204
e push mov 0.7575757575757576
e xor cmp 0.1111111111111111
e xor movl 0.2222222222222222
e test jne 0.30985915492957744
e jmp nop 0.5119047619047619
e jmp lea 0.20238095238095238
e cmp sbb 0.05555555555555555
e cmpb jne 0.6666666666666666
e cmp setg 0.05555555555555555
e test mov 0.19718309859154928
e and push 0.3333333333333333
e push push 0.12121212121212122
e call jmp 0.17518248175182483
e test jle 0.014084507042253521
e jne mov 0.7
e call cmp 0.021897810218978103
e movl sbb 0.00423728813559322
e add inc 0.0625
e call movl 0.11678832116788321
e test js 0.04225352112676056
e pop pop 0.4230769230769231
e nop lea 0.014150943396226415
e ret mov 0.14285714285714285
e ja mov 1.0
e xor add 0.1111111111111111
e jbe mov 0.3333333333333333
e setne movzbl 1.0
e je jg 0.03773584905660377
e call sub 0.08759124087591241
e call nop 0.014598540145985401
e jmp mov 0.13095238095238096
e call add 0.029197080291970802
e sub leave 0.11627906976744186
e movb mov 0.058823529411764705
e sub movl 0.09302325581395349
e and mov 0.3333333333333333
e ret lea 0.3333333333333333
e cmp lea 0.1111111111111111
e leave ret 0.5384615384615384
e sub and 0.023255813953488372
e sub add 0.023255813953488372
e sete movl 1.0
e sub mov 0.27906976744186046
e call leave 0.029197080291970802
e cmp mov 0.1111111111111111
e mov mov 0.3700440528634361
e je lea 0.05660377358490566
e leave jmp 0.46153846153846156
e nop nop 0.7452830188679245
e repz jne 1.0
t # 13
v incl incl
v pushl pushl
v lea lea
v pop pop
v jg jg
v inc inc
v je je
v jne jne
v leave leave
v xor xor
v call call
v ret ret
v and and
v sub sub
v movl movl
v movzbl movzbl
v jmp jmp
v setne setne
v add add
v test test
v mov mov
v xchg xchg
v sete sete
v nop nop
v cmp cmp
v push push
e jne mov 0.5
e cmp jg 0.14285714285714285
e push mov 0.7777777777777778
e xor leave 0.3333333333333333
e nop lea 0.012269938650306749
e cmp mov 0.14285714285714285
e call xor 0.02631578947368421
e test je 0.625
e cmp je 0.7142857142857143
e mov mov 0.3142857142857143
e call cmp 0.10526315789473684
e call sub 0.15789473684210525
e ret lea 0.23529411764705882
e movl jmp 0.010869565217391304
e call leave 0.10526315789473684
e sub movl 0.11538461538461539
e xchg xchg 0.75
e movl je 0.021739130434782608
e add incl 0.2
e leave ret 0.6
e jmp nop 0.6666666666666666
e test mov 0.20833333333333334
e leave jmp 0.4
e nop nop 0.7914110429447853
e pop ret 0.6153846153846154
e ret mov 0.058823529411764705
e mov lea 0.007142857142857143
e and movl 0.5
e sub lea 0.038461538461538464
e xor lea 0.3333333333333333
e jmp lea 0.30303030303030304
e call movl 0.2631578947368421
e add add 0.4
e call nop 0.05263157894736842
e add movl 0.2
e setne movzbl 1.0
e test movl 0.041666666666666664
e call mov 0.21052631578947367
e test sete 0.041666666666666664
e sub leave 0.19230769230769232
e movl movl 0.5
e movl mov 0.25
e je mov 0.6
e test jne 0.08333333333333333
e sete movl 1.0
e sub and 0.038461538461538464
e sub mov 0.2692307692307692
e pop pop 0.38461538461538464
e push push 0.1111111111111111
e pushl inc 1.0
e call lea 0.02631578947368421
